wmo,cycle,date,latitude,longitude
4904029,2,2026-07-03T20:55:14Z,25.172,-43.572
5905501,152,2024-07-23T03:37:00Z,-46.558,133.562
5905501,216,2026-01-10T23:29:00Z,-52.025,156.172
5905505,140,2024-03-26T19:33:00Z,-38.565,159.68
5905519,140,2025-04-22T19:40:00Z,-11.929,146.69
5905519,181,2026-02-26T19:38:00Z,-13.588,146.075
5905531,66,2024-04-29T11:35:00Z,-26.443,107.927
5905553,133,2025-01-18T07:29:00Z,-40.681,150.109
5905555,103,2025-07-15T23:50:00Z,-62.936,-174.492
5905556,103,2025-06-18T15:29:00Z,-54.78,-168.889
5905598,12,2025-03-24T23:30:46Z,-59.455,118.116
5905598,35,2025-09-08T10:46:14Z,-58.819,133.586
5905598,44,2025-11-14T20:52:15Z,-58.852,136.532
5905613,20,2025-12-01T23:16:21Z,-31.661,154.21
5905994,188,2024-03-14T23:09:27Z,-65.513,-36.985
5905994,189,2024-03-25T01:07:06Z,-65.452,-37.12
5905995,189,2024-03-08T12:53:34Z,-64.442,-45.456
5905995,190,2024-03-18T13:28:40Z,-64.346,-45.32
5905995,191,2024-03-28T17:44:40Z,-64.142,-44.829
5906026,128,2024-11-30T14:46:28Z,53.946,-139.572
5906026,134,2025-01-29T21:21:39Z,55.003,-140.76
5906036,201,2024-09-01T09:00:08Z,-30.804,49.57
5906206,165,2024-08-24T21:42:14Z,-41.691,143.121
5906206,172,2024-11-05T09:17:09Z,-42.055,142.898
5906207,154,2024-05-04T22:22:46Z,-52.696,131.778
5906207,222,2026-04-06T04:07:17Z,-60.117,-169.795
5906208,169,2024-09-27T20:06:18Z,-40.872,70.971
5906209,150,2024-03-17T11:23:09Z,-48.129,145.011
5906213,177,2024-12-10T07:48:56Z,,
5906218,163,2024-10-13T07:57:41Z,,
5906220,167,2024-10-11T13:40:31Z,,
5906220,186,2025-04-28T08:50:03Z,,
5906226,154,2024-06-09T17:06:23Z,,
5906227,161,2024-08-19T19:40:11Z,,
5906227,181,2025-03-16T11:35:48Z,,
5906227,194,2025-07-30T12:19:46Z,,
5906235,188,2025-05-12T17:35:32Z,2.526,173.599
5906235,198,2025-08-21T05:20:41Z,3.991,178.918
5906236,181,2025-03-03T03:42:52Z,2.707,-137.35
5906244,179,2025-03-28T08:06:39Z,-29.227,-39.081
5906245,146,2024-05-28T10:23:30Z,,
5906246,191,2025-07-30T02:42:24Z,-30.298,8.47
5906247,161,2024-10-19T13:19:49Z,,
5906247,166,2024-12-10T21:25:14Z,,
5906248,71,2024-11-08T06:38:07Z,-49.951,-35.24
5906248,73,2024-11-29T04:55:12Z,-49.778,-32.041
5906249,201,2025-11-19T11:19:52Z,,
5906293,159,2024-08-28T16:58:08Z,51.49,-130.974
5906297,116,2024-08-20T01:12:50Z,38.547,-129.245
5906300,153,2024-08-01T12:20:51Z,0.558,179.426
5906300,163,2024-11-10T03:27:41Z,-0.746,165.977
5906301,150,2024-06-03T03:57:19Z,5.513,158.636
5906301,156,2024-08-02T14:26:47Z,5.063,157.152
5906301,170,2024-12-21T19:52:24Z,4.906,164.595
5906302,202,2026-03-27T20:53:17Z,1.865,-164.968
5906303,140,2024-07-10T02:22:32Z,3.03,-174.435
5906303,196,2026-01-23T14:47:45Z,2.454,-176.823
5906304,195,2026-05-03T22:18:42Z,-34.325,-170.833
5906305,136,2024-07-07T08:40:18Z,-29.756,-79.51
5906305,160,2025-03-04T05:49:30Z,-29.255,-79.799
5906306,124,2024-04-11T01:27:43Z,-37.355,-87.86
5906306,141,2024-10-02T21:37:26Z,-37.853,-87.061
5906307,118,2024-03-27T00:17:00Z,-36.803,-149.049
5906307,161,2025-05-31T08:01:43Z,-37.477,-151.973
5906308,128,2024-05-24T04:46:36Z,-37.686,-76.846
5906308,156,2025-03-07T19:18:18Z,-36.616,-78.249
5906310,117,2024-03-18T23:26:01Z,-36.123,-157.148
5906310,122,2024-05-08T02:41:35Z,-34.173,-156.415
5906311,152,2025-03-06T13:26:15Z,-47.016,-151.302
5906311,156,2025-04-15T13:38:08Z,-46.687,-152.151
5906313,128,2024-07-28T15:55:18Z,-67.581,-110.775
5906313,130,2024-08-17T15:23:47Z,-67.591,-108.731
5906313,131,2024-08-27T15:48:50Z,-67.597,-107.706
5906314,50,2024-04-11T05:31:33Z,-60.595,-96.36
5906314,100,2025-09-09T18:55:37Z,-51.813,-52.654
5906315,161,2025-06-23T16:01:26Z,-44.075,-150.484
5906317,126,2024-07-10T00:44:50Z,-61.324,-83.401
5906317,157,2025-05-17T16:02:40Z,-48.913,-48.315
5906318,130,2024-07-22T19:33:44Z,-32.675,-174.667
5906339,135,2024-12-17T22:49:29Z,13.248,-56.697
5906339,167,2025-11-04T20:25:29Z,10.713,-54.017
5906340,161,2025-08-25T03:33:14Z,27.313,-51.391
5906340,162,2025-09-04T06:50:05Z,27.072,-51.863
5906343,114,2024-05-17T06:33:12Z,19.65,-46.342
5906434,108,2024-03-23T04:24:22Z,3.072,-45.553
5906435,160,2025-08-13T15:37:15Z,30.732,-64.752
5906435,161,2025-08-23T17:20:53Z,30.649,-65.167
5906438,162,2025-10-16T04:26:49Z,40.389,-50.892
5906438,164,2025-11-05T07:41:54Z,39.071,-49.059
5906439,146,2025-02-22T02:41:29Z,34.1,-75.501
5906442,77,2024-03-21T12:34:14Z,-59.398,142.065
5906442,96,2024-09-27T21:55:34Z,-57.592,146.554
5906443,63,2024-09-21T13:15:26Z,-52.11,166.708
5906449,122,2025-03-27T22:01:39Z,17.12,-119.648
5906450,111,2024-11-05T02:46:38Z,-11.942,-115.963
5906470,84,2024-03-28T17:51:59Z,20.042,-148.146
5906471,102,2024-10-03T05:48:01Z,13.925,-149.953
5906471,106,2024-11-13T10:36:46Z,14.134,-150.651
5906471,155,2026-04-02T12:12:30Z,15.45,-148.044
5906472,93,2024-07-15T03:52:22Z,15.232,-153.718
5906473,86,2024-04-30T22:18:41Z,-0.64,-147.214
5906474,87,2024-05-13T02:41:12Z,-4.408,-163.256
5906474,120,2025-04-18T07:44:53Z,-2.745,-171.273
5906475,142,2025-12-08T18:14:15Z,6.377,-129.485
5906476,136,2025-09-29T02:10:14Z,4.775,-148.806
5906476,140,2025-11-09T11:23:38Z,4.771,-150.793
5906483,77,2024-03-11T06:57:38Z,14.294,-94.77
5906484,77,2024-03-12T18:02:05Z,15.559,-107.792
5906484,83,2024-05-13T23:33:04Z,15.117,-107.821
5906484,96,2024-09-25T20:08:21Z,15.604,-110.748
5906486,142,2026-01-11T22:54:50Z,11.647,-92.174
5906487,85,2024-07-01T16:46:14Z,-30.569,-40.147
5906487,137,2025-12-17T03:29:05Z,-38.423,-50.904
5906488,78,2024-04-13T20:36:30Z,-32.543,-48.958
5906488,159,2026-07-05T17:27:24Z,-39.838,-28.016
5906489,75,2024-03-19T10:04:54Z,-35.65,-42.832
5906489,155,2026-06-20T20:50:09Z,-40.41,-17.576
5906490,76,2024-04-15T01:20:45Z,-31.255,-1.768
5906491,94,2024-10-12T15:30:29Z,-29.108,-22.798
5906492,128,2025-09-22T09:17:28Z,-30.054,-20.664
5906493,72,2024-04-07T14:51:31Z,-67.711,-36.627
5906493,100,2025-01-24T23:42:08Z,-63.948,-47.948
5906494,71,2024-03-11T03:00:14Z,-67.4,-25.59
5906494,74,2024-04-11T19:45:33Z,-67.017,-25.222
5906494,75,2024-04-22T02:58:48Z,-67.018,-25.326
5906498,102,2025-02-16T00:17:16Z,-62.804,-21.905
5906498,104,2025-03-08T14:23:33Z,-62.685,-21.769
5906501,73,2024-03-14T03:10:17Z,-39.435,64.256
5906502,140,2025-12-03T21:22:10Z,25.042,152.89
5906503,78,2024-03-09T23:10:28Z,20.114,151.241
5906503,91,2024-07-21T20:11:12Z,19.613,153.812
5906507,210,2024-09-15T03:19:26Z,37.372,-127.193
5906507,255,2025-05-11T04:03:47Z,34.816,-129.338
5906508,78,2024-03-27T14:27:26Z,-59.911,135.883
5906508,111,2025-02-21T09:51:27Z,-55.19,142.645
5906509,76,2025-01-29T09:49:09Z,-58.697,-158.194
5906510,67,2024-03-15T15:39:52Z,27.098,130.221
5906511,96,2025-01-16T12:30:46Z,30.203,163.998
5906512,92,2024-12-15T06:37:19Z,29.157,166.166
5906512,115,2025-08-08T23:26:10Z,28.685,164.081
5906513,88,2024-10-12T23:38:28Z,25.865,136.499
5906515,90,2024-11-21T02:40:47Z,26.373,155.222
5906516,87,2024-10-29T16:05:02Z,28.976,169.493
5906516,132,2026-02-04T10:53:28Z,28.443,169.557
5906517,65,2024-04-29T19:00:21Z,33.258,-120.699
5906517,98,2025-04-08T17:08:13Z,36.878,-122.358
5906518,102,2025-03-18T14:46:24Z,32.57,147.405
5906518,131,2026-01-10T22:43:59Z,33.166,141.478
5906519,93,2024-12-03T21:43:54Z,22.353,130.883
5906519,142,2026-04-22T05:48:55Z,21.118,123.191
5906520,119,2025-10-23T13:03:15Z,30.434,-147.53
5906521,72,2024-06-04T06:49:19Z,30.03,-169.74
5906523,137,2026-05-02T04:31:26Z,27.433,-132.109
5906524,71,2024-05-14T12:18:00Z,-47.487,79.857
5906524,100,2025-03-21T17:55:49Z,-47.839,104.036
5906524,108,2025-06-14T11:31:12Z,-49.664,116.863
5906525,72,2024-05-22T19:12:32Z,-40.638,1.306
5906525,98,2025-02-14T21:12:26Z,-41.077,-1.867
5906526,72,2024-05-15T04:20:07Z,-42.168,73.919
5906526,120,2025-09-22T22:29:14Z,-38.463,71.958
5906529,200,2024-12-23T03:08:24Z,22.144,-150.742
5906529,239,2025-07-20T16:27:22Z,22.947,-145.853
5906530,108,2025-06-22T09:11:30Z,35.167,-133.198
5906531,125,2026-01-08T03:22:37Z,46.941,-143.773
5906531,130,2026-03-01T04:43:55Z,46.962,-143.054
5906533,135,2026-04-17T10:04:39Z,52.09,-160.762
5906534,61,2024-03-17T17:07:05Z,50.531,-174.878
5906534,87,2024-12-14T15:42:08Z,50.516,-173.666
5906535,97,2025-05-30T14:52:54Z,54.643,174.474
5906535,103,2025-08-01T10:21:30Z,55.614,174.842
5906536,74,2024-11-05T12:37:48Z,-32.128,33.493
5906536,93,2025-05-20T12:11:58Z,-37.833,26.686
5906536,114,2025-12-22T14:28:43Z,-40.183,36.918
5906537,101,2025-08-12T18:23:43Z,-10.829,58.411
5906538,65,2024-08-25T09:36:28Z,-26.167,51.002
5906538,130,2026-06-04T18:07:36Z,-31.103,49.76
5906539,62,2024-07-04T01:58:05Z,-8.259,73.96
5906539,63,2024-07-14T02:17:30Z,-7.428,73.95
5906539,76,2024-11-21T02:13:40Z,-11.226,78.791
5906540,52,2024-03-19T18:05:27Z,-11.175,49.876
5906540,128,2026-04-17T03:30:15Z,-12.292,45.601
5906541,65,2024-08-29T20:04:06Z,-40.492,-38.121
5906541,93,2025-06-13T16:55:19Z,-38.936,-34.826
5906542,56,2024-06-23T10:22:15Z,-60.104,-105.389
5906542,79,2025-02-17T22:56:15Z,-60.737,-84.099
5906543,53,2024-05-23T08:26:35Z,-62.172,-83.456
5906544,50,2024-04-16T02:22:17Z,-49.774,-33.69
5906544,103,2025-10-21T09:15:03Z,-49.856,16.61
5906545,79,2025-02-12T18:14:53Z,-45.932,-132.862
5906548,87,2025-04-22T23:50:59Z,-2.733,-141.797
5906548,92,2025-06-13T05:35:02Z,-2.278,-144.406
5906548,129,2026-06-27T04:12:27Z,-2.88,-164.649
5906549,46,2024-03-12T19:46:06Z,-20.143,-153.722
5906549,91,2025-06-18T10:47:12Z,-19.453,-156.281
5906550,63,2024-09-16T00:40:25Z,-42.042,-146.524
5906551,58,2024-08-01T06:26:33Z,-46.447,-146.561
5906553,70,2024-12-11T01:32:10Z,-61.875,-79.743
5906554,49,2024-05-10T14:42:49Z,-62.751,-131.834
5906554,67,2024-11-12T05:01:33Z,-62.116,-124.718
5906560,82,2025-04-27T14:00:18Z,-48.125,-39.924
5906560,124,2026-07-04T12:26:27Z,-45.799,-42.247
5906562,44,2024-04-06T11:41:06Z,-51.122,-37.516
5906562,75,2025-02-20T21:25:58Z,-48.453,-11.151
5906562,122,2026-06-22T00:37:29Z,-49.665,5.424
5906563,100,2025-07-29T05:56:55Z,19.408,-127.577
5906566,108,2025-11-09T17:28:02Z,-25.776,-164.438
5906566,125,2026-04-27T20:35:55Z,-24.078,-168.01
5906567,115,2026-02-05T14:57:02Z,-36.633,-175.488
5906567,116,2026-02-15T21:53:41Z,-36.158,-176.208
5906568,72,2024-11-26T15:10:00Z,-38.959,-132.393
5906569,79,2025-02-08T08:46:34Z,-34.397,-148.249
5906569,89,2025-05-22T02:33:34Z,-33.897,-147.194
5906571,103,2025-10-30T20:16:25Z,-10.957,-133.109
5906573,95,2025-08-18T06:30:40Z,-10.868,-106.774
5906573,103,2025-11-08T18:25:16Z,-10.834,-106.879
5906575,47,2024-04-13T16:03:14Z,-21.154,-97.824
5906576,69,2024-11-29T08:52:13Z,-19.119,-108.814
5906577,71,2024-12-24T14:31:24Z,-21.568,-125.069
5906578,42,2024-03-07T12:46:30Z,-27.567,-161.853
5906578,43,2024-03-17T11:57:21Z,-27.456,-162.011
5906578,46,2024-04-16T16:04:13Z,-27.346,-162.562
5906579,105,2025-12-22T21:19:25Z,-41.89,-172.128
5906581,72,2025-01-15T14:19:55Z,-60.803,-175.548
5906582,102,2025-11-21T13:15:30Z,-69.15,-172.38
5906596,106,2024-12-18T10:29:59Z,48.884,150.031
5906624,263,2026-05-10T10:31:58Z,-46.07,-153.825
5906635,170,2025-06-17T23:46:00Z,-41.573,169.006
5906635,196,2026-01-01T23:35:00Z,-41.99,169.953
5906635,198,2026-01-13T23:43:00Z,-42.011,169.889
5906636,147,2024-12-25T19:25:00Z,-44.029,140.878
5906636,151,2025-02-02T15:24:00Z,-43.224,138.963
5906645,194,2025-09-21T21:50:00Z,-11.843,153.923
5906661,159,2025-09-05T00:00:50Z,-23.622,107.304
5906661,160,2025-09-15T04:20:40Z,-23.295,107.431
5906765,116,2024-03-10T09:42:18Z,3.256,178.83
5906765,119,2024-04-09T17:00:33Z,3.833,176.59
5906765,176,2025-11-08T23:44:55Z,1.157,-179.067
5906767,96,2024-04-27T15:27:32Z,2.475,-173.711
5906767,104,2024-07-17T20:41:24Z,2.145,-169.754
5906880,18,2025-11-15T13:46:01Z,36.342,-124.032
5906882,4,2025-08-16T21:20:43Z,41.533,-125.31
5906884,20,2026-03-04T08:34:53Z,45.756,-127.854
5906885,25,2025-10-18T22:24:20Z,44.579,-127.533
5906970,62,2024-05-25T08:17:30Z,-9.664,52.556
5906970,66,2024-07-04T08:11:30Z,-11.1,52.027
5906972,61,2024-04-06T09:45:42Z,-15.598,43.223
5906972,68,2024-06-13T20:35:56Z,-15.808,42.788
5906990,81,2024-09-16T10:42:00Z,41.989,4.2
5906995,23,2025-08-02T10:58:21Z,69.973,3.046
5907047,65,2025-09-04T00:48:00Z,10.943,-18.9
5907050,52,2025-01-27T05:38:58Z,-32.419,69.976
5907051,41,2024-09-19T21:56:14Z,-37.031,95.621
5907051,73,2025-08-14T15:04:47Z,-36.754,92.387
5907051,81,2025-11-04T17:19:31Z,-36.518,91.821
5907052,43,2025-05-15T04:20:21Z,-56.159,104.04
5907054,43,2025-05-09T11:53:17Z,-43.614,106.815
5907055,19,2024-03-07T07:07:59Z,-35.581,38.844
5907055,20,2024-03-17T13:25:25Z,-35.891,37.429
5907055,21,2024-03-27T19:24:21Z,-35.526,36.441
5907058,36,2024-10-06T10:40:28Z,55.72,178.467
5907061,97,2024-06-20T18:47:38Z,22.516,-153.032
5907061,200,2025-12-11T18:09:10Z,22.203,-148.58
5907063,27,2024-07-27T13:06:04Z,-62.592,13.611
5907088,148,2025-11-23T07:45:00Z,38.258,17.385
5907131,5,2025-06-26T02:53:28Z,-15.67,-35.146
5907147,31,2025-08-17T10:58:28Z,41.043,7.873
5907147,153,2026-01-09T10:40:24Z,41.298,8.173
5907149,9,2025-10-04T09:57:24Z,43.193,157.893
5907149,28,2026-04-18T00:24:48Z,44.4,159.582
5907152,11,2025-10-31T22:59:20Z,15.293,90.187
5907153,23,2025-09-27T21:44:46Z,37.257,-123.352
5907154,14,2026-01-18T21:11:37Z,-9.958,-174.781
5907155,25,2026-01-11T18:24:26Z,23.852,-160.035
5907157,17,2026-06-01T05:30:59Z,-43.319,96.111
5907159,3,2026-04-29T12:18:01Z,34.737,-153.918
5907159,7,2026-06-09T12:14:13Z,34.493,-154.219
5907160,3,2026-05-12T11:29:41Z,31.925,178.371
5907185,3,2026-02-01T11:45:58Z,-67.457,-1.267
5907193,12,2025-07-05T23:12:41Z,66.651,-2.263
5907194,22,2025-09-17T11:09:00Z,73.479,-4.02
5907212,3,2025-08-11T02:43:24Z,46.343,-38.196
5907212,16,2025-12-20T23:08:25Z,42.488,-34.374
5907248,4,2026-04-20T21:48:24Z,-53.169,118.798
5907250,5,2026-05-14T17:14:39Z,-44.797,-28.666
5907251,2,2026-03-25T18:32:22Z,-55.784,-49.524
5907252,3,2026-03-25T02:44:45Z,,
5907305,2,2026-06-29T01:02:31Z,24.793,-22.167
5907306,3,2026-07-02T02:39:32Z,-30.427,-75.495
6902906,239,2024-06-29T14:48:00Z,-6.903,-115.903
6902906,246,2024-09-07T19:42:00Z,-7.178,-114.919
6902907,262,2024-04-02T19:46:00Z,-6.804,-124.071
6902907,274,2024-07-31T19:42:00Z,-7.438,-124.405
6902908,264,2024-03-10T20:40:00Z,-8.343,-128.158
6902908,270,2024-05-09T20:46:00Z,-8.227,-130.154
6902909,249,2025-04-04T21:44:00Z,-6.3,-146.48
6902909,268,2025-10-11T01:30:00Z,-5.862,-148.063
6903127,313,2024-06-25T15:18:23Z,72.902,-65.559
6903128,104,2024-10-14T12:09:00Z,-55.157,48.37
6903128,145,2025-11-28T14:05:00Z,-56.13,57.257
6903129,144,2025-08-14T11:30:00Z,-65.118,3.163
6903590,144,2024-05-28T11:16:00Z,70.097,-5.28
6903591,176,2024-11-09T11:24:00Z,67.743,-5.324
6903591,185,2024-12-24T11:28:00Z,66.801,-3.465
6903823,134,2024-08-16T11:32:00Z,34.076,34.641
6903823,190,2025-05-23T11:34:00Z,34.051,33.624
6903825,248,2026-04-17T11:44:00Z,41.77,17.662
6903828,91,2024-03-05T11:28:00Z,35.487,21.561
6903828,93,2024-03-15T11:21:00Z,35.337,21.583
6903828,96,2024-03-30T11:26:00Z,35.374,21.617
6903874,183,2025-11-08T11:25:00Z,-0.437,0.315
6903875,139,2024-09-23T13:17:00Z,-6.236,-32.784
6903877,142,2024-07-09T08:24:00Z,1.205,-21.432
6903877,146,2024-08-18T08:16:00Z,1.814,-25.055
6903878,124,2024-04-26T12:26:00Z,-6.306,-19.954
6903878,139,2024-09-23T08:20:00Z,-5.647,-21.087
6904118,133,2024-03-20T22:22:37Z,-38.591,50.547
6904118,144,2024-06-04T12:09:35Z,-44.543,61.911
6904118,196,2025-05-27T11:15:07Z,-45.165,73.691
6904183,173,2025-07-14T12:22:00Z,44.79,-7.613
6904183,177,2025-08-23T12:25:00Z,44.5,-7.757
6904184,166,2025-05-17T13:24:00Z,36.735,-34.995
6904186,126,2025-04-02T12:25:00Z,-36.77,-51.44
6904187,103,2024-08-26T14:23:00Z,-25.924,-34.072
6904187,131,2025-06-02T03:26:00Z,-27.515,-38.145
6904188,123,2025-04-18T10:29:00Z,-10.091,-33.075
6904235,131,2025-03-19T12:32:00Z,-67.436,-18.338
6904240,75,2024-05-14T14:07:51Z,60.998,-33.884
6904240,83,2024-08-02T14:07:51Z,61.501,-31.366
6904240,100,2025-01-19T08:04:23Z,63.204,-29.524
6990503,59,2024-03-08T07:58:14Z,-2.441,66.53
6990504,133,2026-06-06T07:57:14Z,-2.12,80.257
6990505,61,2024-05-13T03:58:42Z,-10.629,48.754
6990505,116,2025-10-31T01:37:04Z,-17.194,39.561
6990528,115,2024-07-18T10:38:00Z,42.599,8.348
6990580,41,2024-05-23T18:28:19Z,55.851,-11.095
6990580,63,2024-12-23T13:03:54Z,54.062,-19.283
6990582,13,2024-05-24T22:09:50Z,-64.272,135.232
6990582,73,2026-02-01T08:58:03Z,-65.151,121.987
6990583,5,2024-03-27T20:03:29Z,-55.115,113.699
6990587,7,2024-03-13T09:24:41Z,-60.755,149.844
6990588,13,2024-07-14T17:33:21Z,-36.44,121.21
6990588,24,2024-11-04T19:13:29Z,-35.597,119.847
6990590,27,2025-12-12T19:35:59Z,21.458,-117.562
6990636,24,2024-09-23T11:49:55Z,61.621,-20.54
6990636,37,2025-01-25T11:49:56Z,58.023,-30.776
6990638,10,2024-07-26T10:54:00Z,73.861,-0.677
6990638,46,2025-01-22T10:43:00Z,76.298,5.214
6990639,2,2024-06-16T10:46:00Z,,
6990639,3,2024-06-21T10:58:00Z,,
6990662,57,2026-01-27T16:41:54Z,33.422,-122.142
6990662,62,2026-03-19T20:09:25Z,33.6,-123.336
6990668,110,2025-08-08T02:40:44Z,59.136,-48.492
6990670,23,2025-05-20T02:32:44Z,-48.644,-39.041
6990670,34,2025-07-14T14:46:28Z,-49.085,-29.895
6990670,43,2025-08-28T02:36:47Z,-51.073,-25.54
6990671,46,2026-06-04T07:09:10Z,-16.627,-9.775
6990679,1,2024-12-01T13:28:00Z,-11.561,67.733
6990679,31,2025-09-27T13:26:00Z,-11.699,68.192
6990684,27,2025-11-04T10:48:22Z,40.683,13.017
6990684,40,2026-01-08T10:48:56Z,40.887,12.235
6990685,44,2026-02-08T10:46:17Z,39.116,6.83
6990686,72,2025-11-18T10:46:19Z,42.669,5.152
6990687,38,2026-03-05T12:38:58Z,32.527,-72.744
6990687,49,2026-06-26T05:27:07Z,32.52,-76.573
6990689,32,2026-06-29T15:13:29Z,-38.831,15.685
6990690,23,2025-10-05T10:02:55Z,36.983,-122.6
6990692,4,2025-11-06T17:34:37Z,1.399,-152.823
6990693,12,2026-04-02T05:11:19Z,-39.406,131.037
6990695,3,2026-05-31T22:02:46Z,35.573,145.346
6990695,5,2026-06-21T11:07:40Z,34.462,144.398
6990700,26,2025-07-01T11:44:44Z,22.852,59.856
6990727,43,2026-05-25T08:23:00Z,3.576,-21.538
6999992,42,2026-07-01T21:59:55Z,17.576,-69.097
7900585,246,2024-04-10T10:18:47Z,56.606,-31.547
7900585,255,2024-05-25T10:02:22Z,56.424,-32.122
7900588,267,2024-07-19T11:52:56Z,55.411,-10.207
7900588,279,2024-09-17T12:02:44Z,56.014,-12.391
7900696,4,2025-03-14T23:55:21Z,-62.527,104.107
7900696,36,2025-07-21T04:50:01Z,-62.633,114.195
7900706,12,2026-04-24T21:17:47Z,-64.335,149.433
7900824,78,2024-03-06T17:05:29Z,-74.935,175.294
7900824,79,2024-03-12T00:37:20Z,-74.948,174.966
7900825,76,2024-03-07T17:00:46Z,-74.797,178.013
7900886,55,2026-04-07T09:46:23Z,47.553,160.457
7900943,124,2025-04-22T15:31:13Z,-54.416,103.854
7900943,140,2025-09-07T15:34:23Z,-58.277,109.323
7900947,1048,2024-03-26T15:15:00Z,-67.942,7.918
7900970,18,2025-02-20T05:45:01Z,-76.849,174.009
7901006,128,2024-03-12T06:49:00Z,68.155,-13.274
7901007,270,2024-09-18T10:24:00Z,74.675,33.623
7901007,373,2025-03-16T11:13:00Z,73.591,47.129
7901028,86,2024-06-15T23:33:14Z,69.907,9.262
7901065,70,2025-03-30T11:43:00Z,42.306,36.559
7901086,27,2025-11-18T15:36:00Z,-31.772,-72.528
7901095,21,2024-03-11T15:48:30Z,-0.511,143.59
7901098,23,2024-05-12T07:30:05Z,8.259,-171.273
7901102,11,2024-07-27T20:38:08Z,-55.137,-165.227
7901102,73,2026-04-24T12:50:06Z,-54.014,-143.851
7901106,229,2026-05-17T03:08:43Z,21.827,-158.68
7901107,26,2024-11-29T14:03:17Z,-42.229,128.94
7901108,20,2024-09-27T09:53:05Z,-40.349,126.275
7901108,26,2024-11-28T03:08:45Z,-40.819,126.065
7901109,17,2025-08-24T06:02:18Z,11.635,-93.697
7901111,28,2025-07-18T15:39:44Z,-29.626,-72.092
7901124,41,2024-06-17T15:26:34Z,71.827,-65.537
7901133,23,2025-09-21T11:52:33Z,37.785,-11.395
7901133,51,2026-02-08T11:42:24Z,35.376,-14.911
7901136,73,2025-05-26T13:22:00Z,14.639,70.137
7901136,95,2026-01-01T13:36:00Z,15.286,69.251
7902100,44,2025-07-19T03:52:45Z,-56.255,-33.601
7902100,57,2025-11-29T20:42:18Z,-53.777,-39.474
7902101,4,2024-07-27T10:59:59Z,2.405,-95.112
7902101,8,2024-09-06T12:45:31Z,2.057,-94.885
7902101,43,2025-09-01T05:35:24Z,2.16,-88.882
7902102,28,2025-04-03T18:54:51Z,-1.535,-93.813
7902102,46,2025-10-05T10:10:08Z,-2.614,-89.376
7902103,69,2026-06-07T05:29:28Z,6.319,-104.23
7902105,40,2025-08-18T01:37:19Z,38.581,-156.847
7902105,42,2025-09-07T15:53:14Z,38.534,-157.006
7902107,10,2024-10-19T19:41:22Z,35.8,174.392
7902110,13,2024-12-11T07:12:05Z,-31.158,172.252
7902112,139,2026-06-15T14:46:33Z,39.127,-150.075
7902113,42,2025-12-18T09:04:02Z,-33.989,-72.998
7902114,6,2025-01-10T16:31:54Z,-47.913,-75.859
7902114,18,2025-05-14T09:26:09Z,-47.518,-76.189
7902115,11,2025-04-13T09:13:02Z,-68.118,-80.608
7902115,45,2026-03-25T17:12:24Z,-59.997,-51.543
7902116,9,2024-12-21T19:57:45Z,27.254,144.307
7902117,5,2024-11-16T17:42:31Z,9.374,175.658
7902117,6,2024-11-27T01:52:55Z,9.524,175.645
7902118,31,2025-08-13T13:07:05Z,4.171,-174.256
7902118,35,2025-09-23T19:05:17Z,4.166,-175.529
7902118,48,2026-02-04T22:00:32Z,4.053,179.632
7902119,5,2024-11-20T17:57:04Z,-4.295,-162.153
7902119,6,2024-12-01T01:19:49Z,-4.353,-161.974
7902120,3,2024-11-02T13:51:56Z,-11.698,-155.625
7902120,6,2024-12-03T11:24:14Z,-11.632,-155.215
7902120,8,2024-12-03T20:42:00Z,-11.635,-155.182
7902121,11,2025-01-28T18:34:30Z,-27.826,-133.788
7902122,21,2025-05-12T08:10:31Z,-31.002,-126.34
7902122,49,2026-02-23T14:16:58Z,-29.541,-126.341
7902124,10,2025-02-13T01:48:51Z,-28.183,35.485
7902125,16,2025-04-22T08:33:24Z,-24.324,50.935
7902126,27,2025-08-17T00:02:20Z,-25.12,57.937
7902126,40,2025-12-28T18:28:20Z,-23.59,56.095
7902128,45,2026-02-25T21:28:25Z,-19.851,65.244
7902129,28,2025-09-04T11:14:07Z,-23.599,78.265
7902129,41,2026-01-16T11:18:25Z,-22.442,78.215
7902131,5,2025-01-16T11:40:39Z,-23.759,99.084
7902131,35,2025-11-21T16:24:23Z,-23.762,95.584
7902132,42,2026-02-05T20:25:22Z,-19.78,107.367
7902133,8,2025-02-07T02:18:20Z,-49.581,-109.692
7902134,6,2025-01-22T11:23:55Z,-42.898,-92.27
7902134,15,2025-04-25T01:27:28Z,-44.243,-92.801
7902135,1,2025-01-02T02:28:08Z,-41.984,-138.973
7902138,13,2025-05-14T15:13:33Z,-45.369,69.746
7902138,22,2025-08-14T21:51:01Z,-45.562,83.693
7902139,8,2025-03-17T10:42:59Z,-56.163,-0.262
7902140,42,2026-01-21T06:42:19Z,-46.458,-119.491
7902140,57,2026-06-24T20:19:19Z,-43.74,-120.206
7902140,58,2026-07-05T03:39:20Z,-43.773,-120.117
7902141,19,2025-07-04T21:36:01Z,-40.004,55.142
7902141,25,2025-09-04T14:18:51Z,-42.28,59.407
7902142,8,2025-03-17T19:22:04Z,-52.505,50.094
7902143,5,2025-02-20T03:36:03Z,-63.823,-1.872
7902143,42,2026-03-07T15:45:31Z,-68.881,-15.798
